full_part_number,section,subsection,position_details
,High Density,Overall Dimensions,Pos1(): Fixed value
"77SDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDBGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDBGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDBGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDBGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDBGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDBGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDBGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDBGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDCGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDCGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717SDDGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717SDDGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"717HDEGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"717HDEGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(717): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
